id,name,debut_manga,debut_anime,debut_novel,debut_movie,debut_game,debut_ova,sex,blood_type,clan
209,Dread Lion,N/A,Naruto Shippūden Episode #189,N/A,N/A,N/A,N/A,Male,N/A,N/A
211,Earth Prison Golem,N/A,Naruto Shippūden Episode #304,N/A,N/A,N/A,N/A,N/A,N/A,N/A
213,Ebizō,Naruto Chapter #252,Naruto Shippūden Episode #9,Gaara Hiden: A Sandstorm Mirage,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja 4,N/A,Male,B,N/A
214,Emi,Naruto Chapter #144,Naruto Episode #83,N/A,N/A,Naruto: The Broken Bond,N/A,Female,N/A,N/A
215,Emina,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Female,N/A,N/A
216,Emiru,Naruto Chapter #286,Naruto Shippūden Episode #36,N/A,N/A,N/A,N/A,Female,N/A,N/A
219,F,Naruto Chapter #545,Naruto Shippūden Episode #296,N/A,N/A,N/A,N/A,Male,N/A,N/A
220,Faz,N/A,Naruto Shippūden Episode #290,N/A,N/A,N/A,N/A,Male,N/A,N/A
223,Kyohō Fuefuki,N/A,Boruto Episode #28,School Trip Bloodwind Records,N/A,N/A,N/A,Male,N/A,N/A
227,Fugō,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Male,N/A,N/A
228,Fūjin,N/A,Naruto Episode #142,N/A,N/A,N/A,N/A,Male,N/A,N/A
231,Fuki,Naruto Chapter #71,Naruto Episode #41,N/A,N/A,N/A,N/A,Female,N/A,N/A
232,Fuki (Land of Sound),N/A,Naruto Episode #213,N/A,N/A,N/A,N/A,Female,N/A,N/A
233,Fuku,N/A,Naruto Episode #192,N/A,N/A,N/A,N/A,Female,N/A,N/A
235,Fukuemon,Naruto Chapter #512,Naruto Shippūden Episode #254,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
236,Fukurokumaru,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
237,Fukuyokana,N/A,Naruto Episode #174,N/A,N/A,N/A,N/A,Male,N/A,N/A
238,Eiki Fūma,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Male,N/A,Fūma
239,Kōtarō Fūma,N/A,Boruto Episode #42,N/A,N/A,N/A,N/A,Male,N/A,Fūma   (Presumed)
241,Funari,Naruto Chapter #355,Naruto Shippūden Episode #122,N/A,N/A,N/A,N/A,Male,N/A,N/A
243,Ikada Funato,N/A,Boruto Episode #239,N/A,N/A,N/A,N/A,Male,N/A,Funato
245,Minamo Funato,N/A,Boruto Episode #250,N/A,N/A,N/A,N/A,Female,N/A,Funato
248,Fundaru,Sasuke Retsuden Chapter #5,Boruto Episode #284,Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust,N/A,N/A,N/A,Male,N/A,N/A
249,Daikoku Funeno,Naruto Chapter #221,Naruto Episode #129,N/A,N/A,N/A,N/A,Male,N/A,N/A
250,Furofuki,N/A,Naruto Shippūden Episode #186,N/A,N/A,N/A,N/A,Female,N/A,N/A
251,Furui,Naruto Chapter #494,Naruto Shippūden Episode #244,N/A,N/A,N/A,N/A,Male,N/A,N/A
252,Fusō,Naruto Chapter #444,Naruto Shippūden Episode #172,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Female,N/A,Uzumaki
253,Futaba,Naruto Chapter #94,Naruto Episode #56,N/A,N/A,N/A,N/A,Female,N/A,N/A
254,Tsubute Futaba,N/A,N/A,N/A,N/A,N/A,Chūnin Exam on Fire! Naruto vs. Konohamaru!,Male,N/A,N/A
262,Gamaden,Naruto Chapter #429,Naruto Shippūden Episode #162,N/A,N/A,N/A,N/A,Male,N/A,N/A
263,Gamagorō,N/A,Boruto Episode #4,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto Mobile,N/A,Male,N/A,N/A
264,Gamahiro,Naruto Chapter #124,Naruto Episode #73,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 2,N/A,Male,N/A,N/A
268,Gamamichi,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
270,Gamatama,Naruto Chapter #429,Naruto Shippūden Episode #162,N/A,N/A,N/A,N/A,Male,N/A,N/A
272,Gameru,N/A,Naruto Shippūden Episode #184,N/A,N/A,N/A,N/A,Male,N/A,N/A
275,Ganno,Sasuke Retsuden Chapter #2,Boruto Episode #282,Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust,N/A,N/A,N/A,Male,N/A,N/A
276,Ganryū,N/A,Naruto Shippūden Episode #242,N/A,N/A,N/A,N/A,Male,N/A,N/A
277,Doseki Ganryū,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Male,N/A,N/A
278,Gantetsu,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
279,Gantetsu (Iwagakure),Naruto Chapter #150,Naruto Episode #86,N/A,N/A,Naruto: The Broken Bond,N/A,Male,N/A,N/A
280,Garaga,N/A,Boruto Episode #76,N/A,N/A,N/A,N/A,Male,N/A,N/A
283,Garō,Boruto Chapter #24,Boruto Episode #188,N/A,N/A,N/A,N/A,Male,N/A,N/A
284,Garuda,Naruto Chapter #477,Naruto Shippūden Episode #209,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Generations,Naruto Shippūden: UNSG anime cutscenes,Male,N/A,N/A
287,Gataro,N/A,Naruto Shippūden Episode #226,N/A,N/A,N/A,N/A,Male,N/A,N/A
289,Gatō,Naruto Chapter #10,Naruto Episode #6,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Naruto Shippūden: UNSG anime cutscenes,Male,A,N/A
290,Gatsu,N/A,Naruto Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
291,Gazeru,Naruto Chapter #422,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
295,Genbu,Naruto Chapter #491,Naruto Shippūden Episode #243,Sasuke Shinden: Book of Sunrise  (Mentioned),N/A,Naruto Shippūden: Ultimate Ninja Storm Generations,N/A,Male,N/A,N/A
296,Genbu (minister),N/A,Naruto Shippūden Episode #460,N/A,N/A,N/A,N/A,Male,N/A,N/A
298,Genie,N/A,N/A,N/A,N/A,N/A,"Naruto, the Genie, and the Three Wishes, Believe It!",Male,N/A,N/A
299,Genji,Naruto Chapter #454,Naruto Shippūden Episode #199,N/A,N/A,N/A,N/A,Male,N/A,N/A
300,Genmai,N/A,N/A,N/A,N/A,N/A,Naruto: The Cross Roads,Male,N/A,N/A
301,Gennai,Naruto Chapter #43,Naruto Episode #25,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
303,Gennō's Son,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
304,Gen'yūmaru,Naruto Chapter #199,Naruto Episode #118,N/A,Naruto Shippūden the Movie: Bonds,Naruto Shippūden: Ultimate Ninja Impact,Naruto Shippūden: UNSG anime cutscenes,Male,B,N/A
305,Genzō,Naruto Chapter #2,Naruto Episode #2,N/A,N/A,Naruto: Ultimate Ninja,The Day Naruto Became Hokage (OVA),Male,N/A,N/A
306,Gerotora,Naruto Chapter #370,Naruto Shippūden Episode #130,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Generations,N/A,Male,N/A,N/A
307,Giant Anteater,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
309,Giant Centipede,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
311,Giant Corpse Crab,N/A,Naruto Shippūden Episode #225,N/A,N/A,N/A,N/A,N/A,N/A,N/A
314,Giant Eagle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315,Giant Insect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316,Giant Marlin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
317,Giant Multi-Headed Dog,Naruto Chapter #375,Naruto Shippūden Episode #131,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,N/A,N/A,N/A
318,Giant Ox,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
319,Giant Panda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
320,Giant Rhino,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321,Giant Snake-Tailed Chameleon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
322,Giant Squid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,Three Giant Snakes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
324,Giichi,Naruto Chapter #19,Naruto Episode #11,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Male,N/A,N/A
325,Ginji,Naruto Chapter #355,Naruto Shippūden Episode #122,N/A,N/A,N/A,N/A,Male,N/A,N/A
326,Ginkaku,Naruto Chapter #525,Naruto Shippūden Episode #267,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze  (Mentioned)",N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,AB,N/A
332,Gonbee,Naruto Chapter #454,Naruto Shippūden Episode #199,N/A,N/A,N/A,N/A,Male,N/A,N/A
333,Goshiki,Naruto Chapter #157,Naruto Episode #90,N/A,N/A,N/A,N/A,Male,N/A,N/A
337,Gōza,Naruto Chapter #266,Naruto Shippūden Episode #9,N/A,N/A,N/A,N/A,Male,N/A,N/A
342,Guren (prisoner),Naruto Chapter #349,Naruto Shippūden Episode #117,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,N/A,N/A,N/A
346,Hachidai,N/A,Naruto Episode #152,N/A,N/A,N/A,N/A,Male,N/A,N/A
350,Haguruma,N/A,Boruto Episode #42,N/A,N/A,N/A,N/A,Male,N/A,N/A
352,Haie,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
354,Hainosuke,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
355,Hakkaku,N/A,Naruto Episode #168,N/A,N/A,N/A,N/A,Male,N/A,N/A
357,Haku's Father,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
358,Haku's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Yuki
360,Hakui,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,Male,N/A,N/A
361,Hakui (medic),Naruto Chapter #539,Naruto Shippūden Episode #278,N/A,N/A,N/A,N/A,Female,N/A,N/A
364,Hana (student),N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Female,N/A,N/A
367,Hanzaki,N/A,Naruto Episode #137,N/A,N/A,N/A,N/A,Male,N/A,Fūma  (Land of Sound)
369,Haori,N/A,Naruto Shippūden Episode #461,N/A,N/A,N/A,N/A,Female,N/A,N/A
370,Harine,Naruto Chapter #582,Naruto Shippūden Episode #335,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,N/A
371,Haruna,N/A,Naruto Episode #187,N/A,N/A,N/A,N/A,Female,N/A,N/A
372,Kizashi Haruno,N/A,Naruto Shippūden Episode #271,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Mobile  (Hokage Rock),N/A,Male,N/A,N/A
379,Hayase,Naruto Chapter #44,Naruto Episode #25,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
380,Headman's Granddaughter,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
384,Heki,Naruto Chapter #454,Naruto Shippūden Episode #199,N/A,N/A,N/A,N/A,Male,N/A,N/A
385,Hibachi,N/A,Naruto Shippūden Episode #176,N/A,N/A,N/A,N/A,Male,N/A,N/A
386,Hibari,Naruto Chapter #94,Naruto Episode #56,N/A,N/A,N/A,N/A,Female,N/A,N/A
387,Hibiki,N/A,Boruto Episode #259,N/A,N/A,N/A,N/A,Female,N/A,N/A
390,Hidero,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,N/A,N/A,Male,N/A,N/A
392,Hikaru,Naruto Chapter #491,Naruto Shippūden Episode #243,N/A,N/A,N/A,N/A,Male,N/A,N/A
393,Fukusuke Hikyakuya,N/A,Naruto Episode #102,N/A,N/A,N/A,N/A,Male,N/A,Wagarashi Family
394,Himatsu,N/A,N/A,Naruto: Mission: Protect The Waterfall Village! (novel),N/A,N/A,Mission: Protect the Waterfall Village!,Male,N/A,N/A
396,Himeyuri,N/A,Naruto Shippūden Episode #485,N/A,N/A,N/A,N/A,Female,N/A,N/A
398,Hina,Naruto Chapter #354,Naruto Shippūden Episode #121,N/A,N/A,N/A,N/A,Female,N/A,N/A
399,Hinoe,N/A,Naruto Shippūden Episode #349,N/A,N/A,N/A,N/A,Male,N/A,N/A
400,Hinoki,N/A,N/A,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
402,Hinoto,N/A,Naruto Shippūden Episode #351,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Female,N/A,N/A
403,Hippo Boss,N/A,Naruto Shippūden Episode #254,N/A,N/A,N/A,N/A,Male,N/A,N/A
407,Hiruko (shinobi),N/A,Naruto Shippūden Episode #2,N/A,N/A,N/A,N/A,Male,N/A,N/A
410,Hishaku,N/A,Naruto Shippūden Episode #225,N/A,N/A,N/A,N/A,Male,N/A,N/A
411,Hitode,N/A,Naruto Episode #170,N/A,N/A,N/A,N/A,Male,N/A,N/A
416,Hōki (Takigakure),Naruto Chapter #43,Naruto Episode #25,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
420,Hōsei,Naruto Chapter #43,Naruto Episode #25 (Heard; Not Shown),N/A,N/A,Naruto Mobile  (Heard; Not Shown),N/A,Male,N/A,N/A
423,First Hoshikage,N/A,Naruto Episode #179,N/A,N/A,N/A,N/A,Male,N/A,N/A
424,Third Hoshikage,N/A,Naruto Episode #180,N/A,N/A,N/A,N/A,Male,N/A,N/A
425,Hōshō,Naruto Chapter #235,Naruto Episode #135,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
433,Hyōgo,N/A,Boruto Episode #227,N/A,N/A,N/A,N/A,Male,N/A,N/A
434,Hyūga Elder,Naruto Chapter #105,Naruto Episode #61,N/A,N/A,N/A,N/A,Male,N/A,Hyūga
438,Hinata and Hanabi's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Hyūga
440,Hoheto Hyūga,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,N/A,N/A,Male,N/A,Hyūga
441,Iroha Hyūga,Naruto Chapter #536,Naruto Shippūden Episode #275,N/A,N/A,N/A,N/A,Male,N/A,Hyūga
442,Kō Hyūga,Naruto Chapter #430,Naruto Shippūden Episode #163,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,N/A,N/A,Male,N/A,Hyūga
443,Natsu Hyūga,N/A,Naruto Shippūden Episode #389,N/A,N/A,N/A,The Day Naruto Became Hokage (OVA),Female,N/A,Hyūga
445,Tokuma Hyūga,Naruto Chapter #489,Naruto Shippūden Episode #197,N/A,N/A,N/A,N/A,Male,N/A,Hyūga
446,Hōzuki Castle's Ninken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
447,Ibara,Naruto Chapter #1,Naruto Episode #1,N/A,N/A,Naruto: Rise of a Ninja,N/A,Female,N/A,N/A
451,Ichigen,Naruto Chapter #314,Naruto Shippūden Episode #73,N/A,N/A,N/A,N/A,Male,N/A,N/A
452,Ichikishimahime,N/A,Boruto Episode #75,N/A,N/A,N/A,N/A,Female,N/A,N/A
453,Iggy,N/A,Naruto Shippūden Episode #233,N/A,N/A,N/A,N/A,Male,N/A,N/A
455,Kamakiri Ikeno,N/A,N/A,N/A,N/A,N/A,Chūnin Exam on Fire! Naruto vs. Konohamaru!,Male,N/A,N/A
456,Kande Inabikari,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Male,N/A,N/A
457,Inaho,Naruto Chapter #43,Naruto Episode #25,N/A,N/A,Naruto Mobile,N/A,Female,N/A,N/A
459,Shinko Inari,N/A,Naruto Shippūden Episode #452,Itachi Shinden: Book of Bright Light,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Female,N/A,N/A
460,Inomatsu,Naruto Chapter #330,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
461,Inori,N/A,Boruto Episode #199,N/A,N/A,N/A,N/A,Female,N/A,N/A
462,Inori's Brother,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
464,Gaku Inuzuka,Naruto Chapter #542,Naruto Shippūden Episode #282,N/A,N/A,N/A,N/A,Male,N/A,Inuzuka
467,Mimi Inuzuka,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,Inuzuka
471,Iori,N/A,Boruto Episode #40,N/A,N/A,N/A,N/A,Male,N/A,N/A
472,Iroha (Genin),N/A,Naruto Shippūden Episode #432,N/A,N/A,N/A,N/A,Male,N/A,N/A
473,Isago,Naruto Chapter #250,Naruto Shippūden Episode #7,N/A,N/A,N/A,N/A,Male,N/A,N/A
476,Ise,Naruto Chapter #444,Naruto Shippūden Episode #172,N/A,N/A,N/A,N/A,Male,N/A,N/A
478,Ishidate,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,N/A,N/A,Male,N/A,N/A
481,Isono,N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,Male,N/A,N/A
482,Nattō Itohiki,N/A,Boruto Episode #172,N/A,N/A,N/A,N/A,Male,N/A,N/A
484,Yuina Itomaki,N/A,Boruto Episode #154,N/A,N/A,N/A,N/A,Female,N/A,N/A
486,Ittetsu,Naruto Chapter #280,Naruto Shippūden Episode #31,N/A,N/A,N/A,N/A,Male,N/A,N/A
487,Iwa Doctor,N/A,Boruto Episode #78,N/A,N/A,N/A,N/A,Male,N/A,N/A
489,Iwaji,N/A,Naruto Shippūden Episode #239,N/A,N/A,N/A,N/A,Male,N/A,N/A
490,Iwakyō,N/A,Naruto Shippūden Episode #239,N/A,N/A,N/A,N/A,Male,N/A,N/A
492,Iwana (citizen),N/A,Boruto Episode #243,N/A,N/A,N/A,N/A,Male,N/A,N/A
495,Tenma Izumo,N/A,Naruto Shippūden Episode #453,Itachi Shinden: Book of Bright Light,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
496,Amagi Izuno,N/A,Boruto Episode #224,N/A,N/A,N/A,N/A,Female,N/A,Izuno
497,Daruma Izuno,N/A,Boruto Episode #222,N/A,N/A,N/A,N/A,Male,N/A,Izuno
498,Mazuma Izuno,N/A,Boruto Episode #222,N/A,N/A,N/A,N/A,Female,N/A,Izuno
500,Iō (Bamboo Village),N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,N/A
501,J,Naruto Chapter #414,Naruto Shippūden Episode #143,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
502,JJ,Boruto Chapter #16,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,N/A,N/A,Male,N/A,N/A
503,Jaggy,N/A,Boruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
505,Janmāru-Tataru,Sasuke Retsuden Chapter #5 (Mentioned),Boruto Episode #283,Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust,N/A,N/A,N/A,Male,N/A,N/A
506,Jantō,Naruto Chapter #149,Naruto Episode #86,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
513,Jimei,Naruto Chapter #42,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
514,Jin,N/A,Boruto Episode #113,N/A,N/A,N/A,N/A,Male,N/A,N/A
516,Jirō,N/A,Naruto Shippūden Episode #360,N/A,N/A,N/A,N/A,Male,N/A,N/A
518,Sayū Jōge,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
519,Jōmae Village Head,N/A,Naruto Shippūden Episode #191,N/A,N/A,N/A,N/A,Male,N/A,N/A
520,Jōseki,Naruto Chapter #266,Naruto Episode #216,N/A,N/A,N/A,N/A,Male,N/A,N/A
523,Junsai,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
524,K,Naruto Chapter #414,Naruto Shippūden Episode #143,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
527,Kagari (cultist),N/A,Boruto Episode #210,N/A,N/A,N/A,N/A,Male,N/A,N/A
528,Kage (Anbu),Naruto Chapter #301,Naruto Shippūden Episode #47,N/A,N/A,N/A,N/A,Male,N/A,N/A
529,Kageki,N/A,Naruto Shippūden Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
530,Kura Kageno,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
532,Fūta Kagetsu,N/A,Naruto Episode #186,N/A,N/A,N/A,N/A,Male,N/A,Kagetsu Family
533,Kiyoyasu Kagetsu,N/A,Naruto Episode #186,N/A,N/A,N/A,N/A,Male,N/A,Kagetsu Family
534,Mai Kagetsu,N/A,Naruto Episode #186,N/A,N/A,N/A,N/A,Female,N/A,Kagetsu Family
535,Tōbei Kagetsu,N/A,Naruto Episode #186,N/A,N/A,N/A,N/A,Male,N/A,Kagetsu Family
536,Tsukiko Kagetsu,N/A,Naruto Episode #186,N/A,N/A,N/A,N/A,Female,N/A,Kagetsu Family
538,Kaguya Clan Patriarch,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Kaguya
539,Kahiko,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Male,N/A,N/A
541,Kail,Sasuke Retsuden Chapter #1,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
543,Nezumi Kaitō,N/A,Boruto Episode #104,N/A,N/A,N/A,N/A,Male,N/A,N/A
544,Kaiza,Naruto Chapter #20,Naruto Episode #11,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Male,A,N/A
545,Kaji,Naruto Chapter #11,Naruto Episode #7,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Male,N/A,N/A
547,Kajiki,N/A,Boruto Episode #239,N/A,N/A,N/A,N/A,Male,N/A,N/A
551,Kakesu,N/A,Boruto Episode #276,N/A,N/A,N/A,N/A,Female,N/A,N/A
559,Kakuzu's Partner,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
560,Gongorō Kamakura,N/A,Boruto Episode #8,A Call from the Shadows!,N/A,N/A,N/A,Male,N/A,N/A
561,Hibari Kamakura,N/A,Boruto Episode #266,N/A,N/A,N/A,N/A,Female,N/A,N/A
562,Osuka Kamakura,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
563,Saisu Kamano,Naruto Chapter #423,Naruto Shippūden Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
564,Kamata,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
565,Kamatari,Naruto Chapter #214,Naruto Episode #125,Shikamaru Hiden: A Cloud Drifting in Silent Darkness,Naruto Shippūden the Movie,Naruto: Ultimate Ninja 3,N/A,Male,N/A,N/A
566,Kamikiri,N/A,Naruto Episode #137,N/A,N/A,N/A,N/A,Male,N/A,Fūma  (Land of Sound)
567,Jin Kaminari,Boruto Chapter #16,Boruto Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
569,Ereki Kaminarimon,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online  (Mentioned only),N/A,Male,N/A,N/A
572,Kanabun,N/A,Naruto Shippūden Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
573,Kanchi,N/A,Boruto Episode #199,N/A,N/A,N/A,N/A,Male,N/A,N/A
575,Tekuno Kanden,N/A,Naruto Shippūden Episode #190,N/A,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,N/A
576,Kaneki,N/A,Boruto Episode #155,N/A,N/A,N/A,N/A,Male,N/A,N/A
579,Kanna (carpenter),N/A,Naruto Episode #197,N/A,N/A,N/A,N/A,Male,N/A,N/A
581,Kanoe,N/A,Naruto Shippūden Episode #351,N/A,N/A,N/A,N/A,Male,N/A,N/A
582,Kanoto,N/A,Naruto Shippūden Episode #351,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
583,Kanpō,Naruto Chapter #105,Naruto Episode #63,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
584,Kanpu,Naruto Chapter #582,Naruto Shippūden Episode #335,N/A,N/A,N/A,N/A,Male,N/A,N/A
586,Kaori,Naruto Chapter #93,Naruto Episode #55,N/A,N/A,N/A,N/A,Female,N/A,N/A
588,Karashi,N/A,Naruto Episode #152,N/A,N/A,N/A,N/A,Male,N/A,N/A
589,Karasuki,N/A,Boruto Episode #127,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594,Karin Kagura,N/A,N/A,N/A,N/A,Naruto: Uzumaki Chronicles,N/A,Female,N/A,N/A
595,Karin's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Uzumaki
597,Karura,Naruto Chapter #547,Naruto Shippūden Episode #297,N/A,N/A,N/A,N/A,Female,B,Kazekage   (Novel only)
599,Kashike,Naruto Chapter #129,Naruto Episode #75,N/A,N/A,N/A,N/A,Male,N/A,N/A
601,Kasumi,Naruto Chapter #71,Naruto Episode #41,N/A,N/A,N/A,N/A,Female,N/A,N/A
604,Katazu,N/A,Naruto Shippūden Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
606,Gen Katsugi,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,N/A,N/A,Male,N/A,N/A
611,Kaya,N/A,Naruto Shippūden Episode #435,N/A,N/A,N/A,N/A,Female,N/A,N/A
612,Kayo,N/A,Naruto Episode #194,N/A,N/A,N/A,N/A,Female,N/A,N/A
613,Kayui,N/A,Naruto Shippūden Episode #289,N/A,N/A,N/A,N/A,Male,N/A,N/A
614,Kazabune,Naruto Chapter #150,Naruto Episode #86,N/A,N/A,N/A,N/A,Male,N/A,N/A
616,Koyuki Kazahana,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,N/A,N/A,Female,N/A,N/A
617,Sōsetsu Kazahana,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,N/A,N/A,Male,N/A,N/A
620,Kazan,N/A,N/A,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,N/A
623,Kedama,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
625,Keiri,Naruto Chapter #582,Naruto Shippūden Episode #335,N/A,N/A,N/A,N/A,Female,N/A,N/A
627,Kie,Naruto Chapter #509,Naruto Shippūden Episode #252,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
631,Kiji,N/A,Naruto Shippūden Episode #224,N/A,N/A,N/A,N/A,Male,N/A,N/A
