id,character_id,jutsu_1,jutsu_2,jutsu_3,jutsu_4,jutsu_5,jutsu_6,jutsu_7,jutsu_8,jutsu_9,jutsu_10,jutsu_11,jutsu_12,jutsu_13,jutsu_14,jutsu_15,jutsu_16,jutsu_17,jutsu_18,jutsu_19,jutsu_20,jutsu_21,jutsu_22,jutsu_23,jutsu_24,jutsu_25,jutsu_26,jutsu_27,jutsu_28,jutsu_29,jutsu_30,jutsu_31,jutsu_32,jutsu_33,jutsu_34,jutsu_35,jutsu_36,jutsu_37,jutsu_38,jutsu_39,jutsu_40,jutsu_41,jutsu_42,jutsu_43,jutsu_44,jutsu_45,jutsu_46,jutsu_47,jutsu_48,jutsu_49,jutsu_50,jutsu_51,jutsu_52,jutsu_53,jutsu_54,jutsu_55,jutsu_56,jutsu_57,jutsu_58,jutsu_59,jutsu_60,jutsu_61,jutsu_62,jutsu_63,jutsu_64,jutsu_65,jutsu_66,jutsu_67,jutsu_68,jutsu_69,jutsu_70,jutsu_71,jutsu_72,jutsu_73,jutsu_74,jutsu_75,jutsu_76,jutsu_77,jutsu_78,jutsu_79,jutsu_80,jutsu_81,jutsu_82,jutsu_83,jutsu_84,jutsu_85,jutsu_86,jutsu_87,jutsu_88,jutsu_89,jutsu_90,jutsu_91,jutsu_92,jutsu_93,jutsu_94
23,374,Area Scanning Technique (Manga only),Chakra Enhanced Strength,Chakra Scalpel,Chakra Transfer Technique,Cherry Blossom Impact,Creation Rebirth,Delicate Illness Extraction Technique,Four-Corner Sealing Barrier (Anime only),Healing Resuscitation Regeneration Technique (Anime only),Healing Technique,Katsuyu: Immense Network Healing,Mystical Palm Technique,Ninja Art Creation Rebirth — Strength of a Hundred Technique,Polar Particle Unsealing Technique,Puppet: Spring Punishing Strike,Sakura Blizzard Technique,Strength of a Hundred Seal,Summoning Technique (Slug),Yin Seal: Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1036,Dead Demon Consuming Seal,Earth Release: Double Suicide Decapitation Technique (Anime only),Earth Release: Earth Dragon Bullet (Anime only),Earth Release: Earth Flow River (Anime only),Earth Release: Earth-Style Wall,Earth Release: Shadow Clone (Anime only),Fire Release: Fire Dragon Bullet (Anime only),Fire Release: Fire Dragon Flame Bullet,Fire Release: Phoenix Sage Fire Technique (Anime only),Five Elements Unseal (Anime only),Five Release Great Combo Technique,Four Red Yang Formation,Roof Tile Shuriken (Anime only),Sealing Technique: Three Directions Seal (Anime only),Sensing Technique,Shadow Clone Technique,Shuriken Shadow Clone Technique,"Summoning Technique (Monkey King: Enma, Shinigami)",Telescope Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,636,Acrobat,Cloud-Style Deception Beheading (Anime only),Continuous Tailed Beast Balls,Disturbance Taijutsu,Headbutt,Ink Clone Technique,Ink Creation,Lightning Release: Double Lariat,Lightning Release: Lariat,Octopus Leg Clone Technique,Reverse Mist Beheading (Anime only),Sealing Technique: Octopus Hold,Shadow Clone Technique (Anime only),Tailed Beast Ball,Tailed Beast Chakra Arms,Tailed Beast Eight Twists,Tailed Beast Full Charge,Tailed Beast Lariat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,222,Earth Release Resurrection Technique: Corpse Soil,Earth Release: Antlion Technique,Earth Release: Bedrock Coffin,Earth Release: Bullet Rock Technique,Earth Release: Earth Flow Spears,Earth Release: Earth-Style Rampart,Earth Release: Earth-Style Wall,Earth Release: Fissure,Earth Release: Ground Bedrock,Earth Release: Hiding in Rock Technique,Earth Release: Lithic Press,Earth Release: Mutability,Earth Release: Rock Pillar Prison Technique,Earth Release: Rock Trail,Earth Release: Tearing Earth Turning Palm,Finger Carving Seal,Rock Armour,Summoning Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1066,Area Scanning Technique,Bringer-of-Darkness Technique (Anime only),Flying Thunder God Mutually Instantaneous Revolving Technique,Flying Thunder God Slash,Flying Thunder God Technique,Four Red Yang Formation,Heavenly Weeping,Mutually Multiplying Explosive Tags,Sensing Technique,Shadow Clone Technique,Summoning Technique,Summoning: Impure World Reincarnation,Water Release: Water Bullet Technique,Water Release: Water Colliding Wave (Anime only),Water Release: Water Dragon Bullet Technique,Water Release: Water Fang Bullet (Anime only),Water Release: Water Formation Wall,Water Release: Water Severing Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1100,Black Iron Fist (Anime only),Black Secret Technique: Black Iron (Anime only),Desert Suspension,Desert Wave (Anime only),Desert: Hand (Anime only),Iron Sand Clone (Anime only),Iron Sand Drizzle (Anime only),Iron Sand Marking (Anime only),Iron Sand Wall,Iron Sand Wave (Anime only),Iron Sand Weaponry (Anime only),Iron Sand: Black Iron Wings (Anime only),Puppet Technique,Sand Binding Coffin (Anime only),Sand Restraining Technique (Anime only),Sand Waterfall Funeral (Anime only),Successive Shots Iron Sand Drizzle (Anime only),Third Eye (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,13,Human Cocoon Technique (Anime only),Insect Clone Technique,Insect Jamming Technique,Insect Jar Technique (Anime only),Insect Rope Technique (Anime only),Iron Mountain Leaning (Anime only),Manipulated Shuriken Technique (Anime only),"Parasitic Destruction Insect Technique (Giant Insect, Kidaichū, Kikaichū)",Parasitic Giant Insect — Bug Bite,Secret Technique: Insect Cocoon (Anime only),Secret Technique: Insect Gathering (Anime only),Secret Technique: Insect Sphere,Secret Technique: Insect Tornado (Anime only),Secret Technique: Insect Wall (Anime only),Spindle Formation (Anime only),"Summoning Technique (Giant Insect, Kidaichū, Kikaichū)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1216,Bashōsen: Coil of Fire (Anime only),Bashōsen: Coil of Wind,Dynamic Entry (Anime only),Enclosing Technique,Exploding Dragon Strike (Anime only),Manipulated Shuriken Technique (Anime only),Manipulated Tools: Binding Meteor (Anime only),Manipulated Tools: Heavenly Chain Disaster (Anime only),Manipulating Attack Blades (Anime only),Puppet Technique (Anime only),Reverse Summoning Technique (Anime only),Summoning Technique (Anime only),Twin Rising Dragons,Unsealing Technique,Unsealing Technique: Segmented Iron Dome (Anime only),Unsealing Technique: Shuriken (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,945,Amenosubaruboshinomikoto,Amenosubaruboshinomikoto: Gyokkō,Amenosubaruboshinomikoto: Ryūgū,Black Receiver,Chakra Edible Creation,Chakra Transfer Technique,Desert: Hand,Earth Release: Earth Corridor,Origami Replacement Technique,Puppet Technique,Sensing Technique,Shadow Imitation Technique,Temporal Rewind,Tool Creation Technique,Wind Release: Great Task of the Dragon,Yomotsu Hirasaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1093,Cursed Tongue Eradication Seal,Genjutsu: Sharingan (Anime only),Hiding in Surface Technique (Anime only),Izanagi,Kotoamatsukami,Regeneration Ability,Reverse Four Symbols Sealing,Self-Cursing Seal,Spontaneous Tree Summoning,Summoning Technique (Baku),Wind Release: Vacuum Blade,Wind Release: Vacuum Great Sphere,Wind Release: Vacuum Serial Waves,Wind Release: Vacuum Sphere,Wind Release: Vacuum Wave,Wind Waves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1335,Acid Permeation (Anime only),Blinding Bubbles Technique (Anime only),Bubble Clone Technique (Anime only),Bubble Dome (Anime only),Drowning Bubble Technique (Anime only),Explosive Bubble (Anime only),Ink Bubble Explosion (Anime only),Leech Gap,Sensing Technique (Anime only),Soap Bubble Ninjutsu,Soap Bubble Slime (Anime only),Water Release: Bubbles Technique,Water Release: Bubbles Technique — Drift (Anime only),Water Release: Wild Water Wave (Anime only),Wisdom Wolf Decay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,40,Ballistic Waterwheel (Anime only),Butterfly Bullet Bombing,Butterfly Mode,Calorie Control,Double Human Bullet Tank,Earth Release: Practice Brick Technique,Formation Ino–Shika–Chō,Human Bullet Tank,Human Bullet Yo-Yo,Multi-Size Technique,Partial Multi-Size Technique,Spiked Human Bullet Tank,Super Multi-Size Technique,Super Open Hand Slap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,437,Chakra Transfer Technique,Eight Trigrams Sixty-Four Palms,Eight Trigrams Thirty-Two Palms (Anime only),Eight Trigrams Twin Lions Crumbling Attack,Eight Trigrams Vacuum Palm,Eight Trigrams Vacuum Wall Palm,Four-Corner Sealing Barrier (Anime only),Gentle Fist,Gentle Step Spiralling Twin Lion Fists,Gentle Step Twin Lion Fists,Mystical Palm Technique (Anime only),Palm Bottom,Protecting Eight Trigrams Sixty-Four Palms (Anime only),Water Needle (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1365,Chakra Hair Trap Technique,Chakra Transfer Technique (Anime only),Earth Release: Practice Brick Technique,Formation Ino–Shika–Chō,Four-Corner Sealing Barrier (Anime only),Human Bullet Yo-Yo,Mind Body Disturbance Technique (Anime only),Mind Body Switch Technique,Mind Body Transmission Technique,Mind Clone Switch Technique,Mystical Palm Technique,Psycho Mind Transmission (Anime only),Sensing Technique,Sensing Transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,193,C0,C1,C2,C3,C4,Clay Clone,Earth Release: Hiding Like a Mole Technique,Explosive Clay,Explosive Clay Dolls (Anime only),Explosive Landmines,Five-Seal Barrier Pass Technique,Iwagakure Kinjutsu,Shadow Clone Technique,Suicide Bombing Clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,421,Earth Release: Subterranean Voyage,Silent Killing,Summoning Technique (Shark),Water Clone Technique,Water Prison Shark Dance Technique,Water Prison Technique,Water Release: A Thousand Feeding Sharks,Water Release: Exploding Water Colliding Wave,Water Release: Five Feeding Sharks,Water Release: Four Sharks Rain (Anime only),Water Release: Great Exploding Water Colliding Wave,Water Release: Great Shark Bullet Technique,Water Release: Water Bullet Technique,Water Release: Water Shark Bullet Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,148,Manipulating Attack Blades,Mechanical Light Shield Block,Mystical Palm Technique,One's Own Life Reincarnation,Puppet Performance: Skilful Achievement with a Human Body,Puppet Technique,Puppet: Father and Mother,Puppet: Spring Punishing Strike,Reverse White Secret Technique: The Uematsu Collection of Ten Puppets (Anime only),Sealing Technique: Lion Closing Roar,Three Jewels Suction Crushing,White Secret Technique Secret Art: Collection of Illusions (Anime only),White Secret Technique: The Chikamatsu Collection of Ten Puppets,White Secret Technique: The Chikamatsu Collection of Ten Puppets: Heaven Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,6,Body Flicker Technique,Drop Kick (Anime only),Elbow,Guillotine Drop,Iron Claw,Liger Bomb,Lightning Oppression Horizontal,Lightning Oppression Horizontal Chop,Lightning Release Chakra Mode,Lightning Release: Double Lariat,Lightning Release: Lariat,Lightning Straight,Lightning Water Dragon Bullet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,466,Beast Human Clone,Booby Trap,Combination Transformation,Fang Passing Fang,Fang Rotating Fang,Fang Wolf Fang,Four Legs Technique,Human Beast Combination Transformation: Double-Headed Wolf,Human Beast Mixture Transformation — Three-Headed Wolf,Passing Fang,Shadow Clone Technique,Super Fang Wolf Fang (Anime only),Tail Chasing Fang Fang Rotating Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1208,Dust Wind Technique (Anime only),Great Sickle Weasel Technique,Sickle Weasel Technique,Summoning Technique (Kamatari),Summoning: Quick Beheading Dance,Wind Release: Air Current Wild Dance (Anime only),Wind Release: Cast Net,Wind Release: Flashing Fireworks (Novel only),Wind Release: Great Cast Net,Wind Release: Great Sickle Weasel Technique,Wind Release: Great Task of the Dragon (Anime only),Wind Release: Great Wind Protective Wall (Anime only),Wind Release: Wind Cutter Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,940,All-Killing Ash Bones,Amenominaka,Eighty Gods Vacuum Attack,Expansive Truth-Seeking Ball,God: Nativity of a World of Trees,Hair Binding Technique,Infinite Tsukuyomi,Rabbit Hair Needle,Sensing Technique,Summoning Technique,Temporary Paralysis Technique,Will Materialisation,Yomotsu Hirasaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1400,Chakra Transfer Technique (Anime only),Earth Release: Earth Flow Spears (Anime only),Earth Release: Earth Flow Wave (Anime only),Earth Release: Earth-Style Wall (Anime only),Earth Release: Gravel (Anime only),Earth Release: Reverse Antlion (Anime only),Earth Release: Rock Brick Cane,Earth Release: Rock Trail,Earth Release: Sandwich Technique (Anime only),Earth Release: Tunnelling Technique (Anime only),Multiple String Light Formation (Anime only),Mystical Palm Technique (Anime only),String Light Formation (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,878,Earth Release: Practice Brick Technique,Flying Swallow (Anime only),Formation Ino–Shika–Chō,Human Bullet Yo-Yo,Ninja Art: Bare-Handed Blade Block,Shadow Clone Technique (Novel only),Shadow Clutch Technique,Shadow Gathering Technique,Shadow Imitation Shuriken Technique,Shadow Imitation Technique,Shadow Sewing Technique,Shadow–Neck Binding Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,104,Chakra Scalpel,Healing Resuscitation Regeneration Technique,Mystical Palm Technique,Poison Mist,"Summoning Technique (Ninken, Toad)",Water Clone Technique,Water Release: Great Shark Bullet Technique,Water Release: Great Water Arm Technique,Water Release: Running Water Whip,Water Release: Water Dragon Bullet Technique,Water Release: Water Shark Bullet Technique,Water Release: Water Trumpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1042,Iron Sand Drizzle,Iron Sand Gathering Assault,Iron Sand World Method,Iron Sand: Black Iron Wings,Memory-Concealing Manipulative Sand Technique,Prepared Puppet: Eight Waves of Needles,Puppet Performance: Skilful Achievement with a Human Body,Puppet Technique,Puppet Technique: Prosthetic Arm Senbon,Red Secret Technique: Performance of a Hundred Puppets,Sand Clone (Anime only),Thousand Hands Manipulation Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,29,Beast Human Clone,Combination Transformation,Dynamic Marking,Fang Passing Fang,Fang Rotating Fang,Fang Wolf Fang,Human Beast Combination Transformation: Double-Headed Wolf,Human Beast Mixture Transformation — Three-Headed Wolf,Passing Fang,Super Fang Wolf Fang (Anime only),Tail Chasing Fang Fang Rotating Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,521,Cellular Regeneration Absorption,Cellular Regeneration Ejection,Chain,Chakra Transfer Technique,Destroying Axe Fist,Jet Booster Jump,Multiple Lotus Nonself Connected Cannons,Piston Fist,Piston Fist: Style One,Sage Mode,Sage Transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,480,Chakra Transfer Technique,Coral Palm,Illusionary Mist (Anime only),Leaping Bullet Shell Tower,Shadow Stroke,Tailed Beast Ball,Tailed Beast Full Charge,Tailed Beast Shockwave (Anime only),Tailed Beast Telepathy,Three-Tails Mini Clone (Anime only),Water Release: Great Water Mass Bullet (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,934,Amenomihashira (Anime only),Chakra Transfer Technique (Anime only),Hands of Bonds (Anime only),Mystical Palm Technique (Anime only),Sage Art Wood Release: True Several Thousand Hands (Anime only),Sensing Technique (Anime only),Six Paths Senjutsu,Six Paths: Kunitsukami,Swift Wind Wall (Anime only),Top Transformed Buddha (Anime only),Truth-Seeking Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,944,Golden Wheel Reincarnation Explosion (Movie only),Localised Reincarnation Explosion,Projection Technique,Puppet Reincarnation,Puppet Technique,Puppet-Cursing Sphere,Sensing Technique,Silver Wheel Reincarnation Explosion (Movie only),Six Paths Senjutsu,Tenseigan Chakra Mode (Movie only),Truth-Seeking Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1051,Demonic Illusion: Hell Viewing Technique,Fire Release: Ash Pile Burning,Fire Release: Blast Wave Wild Dance,Fire Release: Dragon Fire Technique,Fire Release: Great Dragon Fire Technique,Fire Release: Great Fireball Technique,Fire Release: Heavenly Prison,Fire Release: Phoenix Sage Fire Technique,Haze Clone Technique,Sealing Technique: Crimson Seal,Temple of Nirvana Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1203,Barrier Method Formation,Combination Transformation,Demonic Flute: Illusionary Warriors Manipulating Melody,Demonic Flute: Phantom Sound Chains,Four Black Fogs Formation,Four Violet Flames Formation,Revolt of the Demon World,Sound Four's Cursed Seals,Sound Four: Summoning: Four Beasts Encirclement Formation (Anime only),Space–Time Technique Formula: Underworld Turnover (Anime only),Summoning Technique (Doki),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1368,Chakra Lock-On (Anime only),Chakra Transfer Technique (Anime only),Formation Ino–Shika–Chō,Mind Body Switch Technique,Mind Body Transmission Technique,Multiple String Light Formation (Anime only),Mystical Palm Technique (Anime only),Sealing Technique: Tiger Vision Staring Bullet (Anime only),Sensing Technique (Anime only),String Light Formation (Anime only),Super Beast Imitating Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,577,Black Secret Technique Machine One Shot,Black Secret Technique Machine Two Shot,Black Secret Technique — Machine Triple Shot,Black Secret Technique: Salamander,Earth Release: Hiding Like a Mole Technique (Novel only),Mechanical Light Shield Block,Poison Mist Hell: Hundred Continuous Firing (Anime only),Puppet Performance: Skilful Achievement with a Human Body (Novel only),Puppet Technique,Red Secret Technique: Machinery Triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1008,Assassination Technique,Earth Release: Hiding Like a Mole Technique,Ink Clone Technique,Ink Flush (Anime only),Ink Mist Technique,Mental Resistance Technique (Anime only),Sealing Technique: Tiger Vision Staring Bullet,Shadow Clone Technique (Anime only),Super Beast Imitating Drawing,Super God Imitating Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,162,Earth Release: Added-Weight Rock Technique,Earth Release: Earth Mausoleum Dumpling,Earth Release: Fist Rock Technique,Earth Release: Hardening Technique,Earth Release: Light-Weight Rock Technique,Earth Release: Super Fist Rock Technique,Earth Release: Ultralight-Weight Rock Technique,Front Lotus,Leaf Whirlwind,Summoning Technique (Slug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,870,Barrier Shattering Technique,Chakra Transfer Technique,Combination Transformation,Earth Release: Mud Body Technique,Hurricane Thunderclap,Impermanence of Worldly Things,Infinite Embrace,Multiple Infinite Embraces,Shadow Rope Technique,Telegram Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,876,Formation Ino–Shika–Chō,Multiple String Light Formation (Anime only),Shadow Gathering Technique (Anime only),Shadow Imitation Field Technique,Shadow Imitation Technique,Shadow–Neck Binding Technique (Anime only),Sickle Weasel Technique,String Light Formation (Anime only),Wind Release: Air Current Wild Dance (Anime only),Wind Release: Great Task of the Dragon (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1091,Demonic Illusion: Toad Confrontation Chant,Fighting Tongue Bind,Frog Kata,Reverse Summoning Technique,Sage Art: Amphibian Technique,Sage Art: Frog Call,Sage Art: Goemon,Sage Art: Wind Release Dust Cloud,Sage Mode,Summoning Technique (Toad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1346,Arm Growth Technique (Anime only),Earth Release: Dust Storm (Anime only),Earth Release: Tearing Earth Turning Palm (Anime only),Fire Release: Great Fireball Technique (Anime only),Fire Release: Great Flame Flower (Anime only),Genjutsu Communication,Lightning Release: Heavenly Formation Lightning (Anime only),Self-Healing Technique,Water Release: Water Formation Wall (Anime only),Wind Release: Great Balloon (Anime only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
